Показательная величина;Нормальная величина 1;Нормальная величина 2;Нормальная величина 3
11,996885915606697;9,8500159398407678;31,793461817552505;0
0,49839281843340977;8,2481696168970089;34,493306425561947;0
12,089905903197506;9,5558202878773919;31,05530015773504;0
8,9841864230407875;11,158778009674812;37,320665064123375;0
6,1416191049708866;9,7877058846201344;32,422987442775934;0
7,2954637866169012;11,951746824725978;31,089992789917812;0
16,776685361196694;10,77474030607118;29,038826045676409;0
8,2850917106345676;13,80937209576191;27,342143597970043;0
3,7946167357064056;11,144278400462907;31,052000354546024;0
2,7186237906814159;13,295859971868893;29,88818962294669;0
11,741600649580896;9,1316550013644626;30,722220751413758;0
15,96812567539957;7,8192938876119342;37,205394026535124;0
22,894662058157856;9,3536797687965585;35,021084090096295;0
4,6148182896912218;10,669138747063315;33,333315083788193;0
1,3420312524561506;9,375015754448814;30,694083783266311;0
20,896676526146749;11,018786371384746;30,261548252854968;0
3,076594469815586;8,2749265963111363;32,362040789351;0
11,561759939036589;9,9756477380283037;33,173888163357816;0
12,752606566048119;9,9897865592658839;38,035301105868378;0
5,4980993500037778;9,62021800208655;32,8625037574821;0
30,873074014115733;12,437626376057471;34,992594940044746;0
9,2007654270803609;11,265836407667251;33,019083810767121;0
4,6481089738828079;8,179331024837067;30,136316763916291;0
4,2262364067800711;9,4463619116981565;30,907467808080035;0
0,053035245373603;7,2338579967498289;36,150808264319267;0
1,3353022401494292;11,408808934474855;39,258868796472917;0
6,4098555459409612;12,474276956227744;40,386440279781048;0
8,9685728915405463;9,5818108763800254;33,540479789348694;0
0,35361419458978982;8,88062626252982;32,586462773094674;0
33,834285972645048;9,4796303080246087;30,954735840498785;0
9,4705527499254067;11,342361054346432;34,864032798878583;0
30,63135190454004;10,078657654925744;34,252967116069868;0
0,755016047255138;10,934276580633545;34,253817529951178;0
3,6129793461476085;7,33942497223733;36,324681147230478;0
9,7049191763222087;11,921551575700208;31,889735027816709;0
4,0195908030231671;7,7104598546240588;30,993337968666786;0
1,219958300285737;9,4908210363173975;39,592746059253976;0
42,829491685655071;10,389238045371924;35,773854442590171;0
5,6893588740310364;6,6717066179525659;36,74634193382451;0
6,4267202861699966;8,1292920934628174;33,962269832308408;0
6,5159562239899813;12,201918297499679;33,614138970030616;0
1,7057312378715293;10,7864697665329;30,690908171881812;0
3,8693006400182988;9,1530768756499441;30,364504433515833;0
15,540352846511684;10,666884684565936;33,885945207535343;0
9,31531250245153;9,1240009047825588;29,071247418459794;0
17,10143032992249;12,03244126391369;30,903482655999998;0
0,71497214304303647;10,213108207877902;33,561372551867528;0
11,930684859917559;11,336805865075665;33,514587705715392;0
12,244346670665319;10,450360482816324;33,187668105680729;0
12,501937875860424;8,863779830876144;32,369621114819353;0
0,55060554178724785;11,135192313610144;32,40422056809328;0
2,5471881961360303;9,6572685085457568;31,096485593200303;0
2,2595455980483266;11,865250952888106;37,823232209667928;0
11,389552994515471;10,265175845215644;33,407662784955548;0
15,582994323726179;8,2790476018944084;32,738170007942507;0
1,0225480735296908;9,89162376986756;33,500465465462433;0
11,297054551569799;8,6458341259307332;34,72533133157318;0
4,4134121286058505;11,022958837045911;31,911042140412508;0
8,8551280388803022;10,840220609341351;31,811505052468544;0
4,0632572609502056;10,342525045258247;34,841314551281904;0
0,45672657373805337;10,945112258208107;30,983631698852562;0
2,497960872526833;10,077573403067078;33,385124152771077;0
7,5195632134095174;9,4465421318444367;34,5037066636912;0
4,3032343801317587;9,078992524545292;28,368492393067271;0
9,8329210323450766;8,4166274223102437;30,860360695863513;0
13,381232343379477;9,253860529056336;35,65636226353547;0
12,900288788492002;10,173047259695879;39,189242662513131;0
9,0498202575330815;7,9321361691189729;34,020655172577477;0
13,805020588128492;9,3993126929459017;34,635668420322922;0
15,827749954232749;10,308226262407779;32,886222770677435;0
14,33066563938924;9,2292476859752774;37,876273473173384;0
3,2661177462903246;10,948052720594403;32,924532155006084;0
2,896043091749644;12,473049301017067;34,847243206193504;0
2,8306238910630359;8,3506943338543547;33,04071948354617;0
28,851569157550792;8,7880061010504633;34,323344544100031;0
15,972958898318403;9,8431796092253983;28,221707299869269;0
3,2940732336263414;7,6686895409790168;31,435735412950255;0
8,75003214148309;9,7460447600893;34,66606853387897;0
